timestamp,trace_id,event,event_index,anomaly
2025-06-21 18:05:23,trace_17,cleanup,6,0
2025-06-21 18:05:11,trace_18,init,0,0
2025-06-21 18:05:12,trace_18,load_config,1,0
2025-06-21 18:05:16,trace_18,connect_db,2,0
2025-06-21 18:05:17,trace_18,query,3,0
2025-06-21 18:05:22,trace_18,process,4,0
2025-06-21 18:05:24,trace_18,write_output,5,0
2025-06-21 18:05:26,trace_18,cleanup,6,0
2025-06-21 18:05:15,trace_19,init,0,0
2025-06-21 18:05:17,trace_19,load_config,1,0
2025-06-21 18:05:20,trace_19,connect_db,2,0
2025-06-21 18:05:25,trace_19,query,3,0
2025-06-21 18:05:30,trace_19,process,4,0
2025-06-21 18:05:34,trace_19,write_output,5,0
2025-06-21 18:05:36,trace_19,cleanup,6,0
2025-06-21 18:05:12,trace_20,init,0,0
2025-06-21 18:05:15,trace_20,load_config,1,0
2025-06-21 18:05:19,trace_20,connect_db,2,0
2025-06-21 18:05:22,trace_20,query,3,0
2025-06-21 18:05:26,trace_20,process,4,0
2025-06-21 18:05:31,trace_20,write_output,5,0
2025-06-21 18:05:35,trace_20,cleanup,6,0
2025-06-21 18:05:11,trace_21,connect_db,0,1
2025-06-21 18:05:16,trace_21,load_config,1,1
2025-06-21 18:05:21,trace_21,init,2,1
2025-06-21 18:05:23,trace_21,query,3,1
2025-06-21 18:05:28,trace_21,process,4,1
2025-06-21 18:05:30,trace_21,write_output,5,1
2025-06-21 18:05:31,trace_21,cleanup,6,1
2025-06-21 18:05:11,trace_22,init,0,1
2025-06-21 18:05:14,trace_22,timeout,1,1
2025-06-21 18:05:15,trace_22,load_config,2,1
2025-06-21 18:05:20,trace_22,connect_db,3,1
2025-06-21 18:05:22,trace_22,query,4,1
2025-06-21 18:05:25,trace_22,process,5,1
2025-06-21 18:05:29,trace_22,write_output,6,1
2025-06-21 18:05:31,trace_22,cleanup,7,1
2025-06-21 18:05:15,trace_23,init,0,0
2025-06-21 18:05:20,trace_23,load_config,1,0
2025-06-21 18:05:24,trace_23,connect_db,2,0
2025-06-21 18:05:26,trace_23,query,3,0
2025-06-21 18:05:30,trace_23,process,4,0
2025-06-21 18:05:34,trace_23,write_output,5,0
2025-06-21 18:05:36,trace_23,cleanup,6,0
2025-06-21 18:05:14,trace_24,init,0,1
2025-06-21 18:05:18,trace_24,load_config,1,1
2025-06-21 18:05:22,trace_24,connect_db,2,1
2025-06-21 18:05:23,trace_24,query,3,1
2025-06-21 18:05:54,trace_24,process,4,1
2025-06-21 18:05:58,trace_24,write_output,5,1
2025-06-21 18:06:01,trace_24,cleanup,6,1
2025-06-21 18:05:11,trace_25,init,0,0
2025-06-21 18:05:13,trace_25,load_config,1,0
2025-06-21 18:05:15,trace_25,connect_db,2,0
2025-06-21 18:05:17,trace_25,query,3,0
2025-06-21 18:05:22,trace_25,process,4,0
2025-06-21 18:05:26,trace_25,write_output,5,0
2025-06-21 18:05:28,trace_25,cleanup,6,0
2025-06-21 18:05:13,trace_26,init,0,0
2025-06-21 18:05:17,trace_26,load_config,1,0
2025-06-21 18:05:19,trace_26,connect_db,2,0
2025-06-21 18:05:20,trace_26,query,3,0
2025-06-21 18:05:24,trace_26,process,4,0
2025-06-21 18:05:29,trace_26,write_output,5,0
2025-06-21 18:05:30,trace_26,cleanup,6,0
2025-06-21 18:05:12,trace_27,init,0,1
2025-06-21 18:05:16,trace_27,load_config,1,1
2025-06-21 18:05:20,trace_27,segfault,2,1
2025-06-21 18:05:24,trace_27,connect_db,3,1
2025-06-21 18:05:26,trace_27,query,4,1
2025-06-21 18:05:30,trace_27,process,5,1
2025-06-21 18:05:31,trace_27,write_output,6,1
2025-06-21 18:05:33,trace_27,cleanup,7,1
2025-06-21 18:05:14,trace_28,init,0,0
2025-06-21 18:05:17,trace_28,load_config,1,0
2025-06-21 18:05:21,trace_28,connect_db,2,0
2025-06-21 18:05:24,trace_28,query,3,0
2025-06-21 18:05:28,trace_28,process,4,0
2025-06-21 18:05:33,trace_28,write_output,5,0
2025-06-21 18:05:37,trace_28,cleanup,6,0
2025-06-21 18:05:11,trace_29,init,0,1
2025-06-21 18:05:16,trace_29,load_config,1,1
2025-06-21 18:05:21,trace_29,query,2,1
2025-06-21 18:05:22,trace_29,process,3,1
2025-06-21 18:05:25,trace_29,write_output,4,1
2025-06-21 18:05:26,trace_29,cleanup,5,1
2025-06-21 18:05:11,trace_30,init,0,1
2025-06-21 18:05:16,trace_30,load_config,1,1
2025-06-21 18:05:17,trace_30,connect_db,2,1
2025-06-21 18:05:49,trace_30,query,3,1
2025-06-21 18:05:54,trace_30,process,4,1
2025-06-21 18:05:55,trace_30,write_output,5,1
2025-06-21 18:05:57,trace_30,cleanup,6,1
2025-06-21 18:05:15,trace_31,init,0,0
2025-06-21 18:05:17,trace_31,load_config,1,0
2025-06-21 18:05:22,trace_31,connect_db,2,0
2025-06-21 18:05:27,trace_31,query,3,0
2025-06-21 18:05:28,trace_31,process,4,0
2025-06-21 18:05:33,trace_31,write_output,5,0
2025-06-21 18:05:34,trace_31,cleanup,6,0
2025-06-21 18:05:15,trace_32,init,0,0
2025-06-21 18:05:20,trace_32,load_config,1,0
2025-06-21 18:05:25,trace_32,connect_db,2,0
2025-06-21 18:05:28,trace_32,query,3,0
2025-06-21 18:05:31,trace_32,process,4,0
2025-06-21 18:05:33,trace_32,write_output,5,0
2025-06-21 18:05:36,trace_32,cleanup,6,0
2025-06-21 18:05:14,trace_33,init,0,0
2025-06-21 18:05:16,trace_33,load_config,1,0
2025-06-21 18:05:19,trace_33,connect_db,2,0
2025-06-21 18:05:23,trace_33,query,3,0
2025-06-21 18:05:26,trace_33,process,4,0
2025-06-21 18:05:27,trace_33,write_output,5,0
2025-06-21 18:05:28,trace_33,cleanup,6,0
2025-06-21 18:05:15,trace_34,init,0,0
2025-06-21 18:05:16,trace_34,load_config,1,0
2025-06-21 18:05:17,trace_34,connect_db,2,0
2025-06-21 18:05:22,trace_34,query,3,0
2025-06-21 18:05:24,trace_34,process,4,0
2025-06-21 18:05:29,trace_34,write_output,5,0
2025-06-21 18:05:32,trace_34,cleanup,6,0
2025-06-21 18:05:12,trace_35,init,0,1
2025-06-21 18:05:15,trace_35,connect_db,1,1
2025-06-21 18:05:18,trace_35,query,2,1
2025-06-21 18:05:20,trace_35,process,3,1
2025-06-21 18:05:24,trace_35,write_output,4,1
2025-06-21 18:05:29,trace_35,cleanup,5,1
2025-06-21 18:05:15,trace_36,init,0,0
2025-06-21 18:05:20,trace_36,load_config,1,0
2025-06-21 18:05:21,trace_36,connect_db,2,0
2025-06-21 18:05:26,trace_36,query,3,0
2025-06-21 18:05:29,trace_36,process,4,0
2025-06-21 18:05:30,trace_36,write_output,5,0
2025-06-21 18:05:32,trace_36,cleanup,6,0
2025-06-21 18:05:11,trace_37,init,0,0
2025-06-21 18:05:16,trace_37,load_config,1,0
2025-06-21 18:05:18,trace_37,connect_db,2,0
2025-06-21 18:05:21,trace_37,query,3,0
2025-06-21 18:05:24,trace_37,process,4,0
2025-06-21 18:05:29,trace_37,write_output,5,0
2025-06-21 18:05:31,trace_37,cleanup,6,0
2025-06-21 18:05:12,trace_38,init,0,0
2025-06-21 18:05:15,trace_38,load_config,1,0
2025-06-21 18:05:20,trace_38,connect_db,2,0
2025-06-21 18:05:24,trace_38,query,3,0
2025-06-21 18:05:27,trace_38,process,4,0
2025-06-21 18:05:28,trace_38,write_output,5,0
2025-06-21 18:05:29,trace_38,cleanup,6,0
2025-06-21 18:05:13,trace_39,init,0,0
2025-06-21 18:05:14,trace_39,load_config,1,0
2025-06-21 18:05:15,trace_39,connect_db,2,0
2025-06-21 18:05:18,trace_39,query,3,0
2025-06-21 18:05:20,trace_39,process,4,0
2025-06-21 18:05:23,trace_39,write_output,5,0
2025-06-21 18:05:25,trace_39,cleanup,6,0
2025-06-21 18:05:15,trace_40,init,0,0
2025-06-21 18:05:19,trace_40,load_config,1,0
2025-06-21 18:05:24,trace_40,connect_db,2,0
2025-06-21 18:05:25,trace_40,query,3,0
2025-06-21 18:05:26,trace_40,process,4,0
2025-06-21 18:05:27,trace_40,write_output,5,0
2025-06-21 18:05:29,trace_40,cleanup,6,0
2025-06-21 18:05:13,trace_41,init,0,0
2025-06-21 18:05:18,trace_41,load_config,1,0
2025-06-21 18:05:23,trace_41,connect_db,2,0
2025-06-21 18:05:25,trace_41,query,3,0
2025-06-21 18:05:29,trace_41,process,4,0
2025-06-21 18:05:31,trace_41,write_output,5,0
2025-06-21 18:05:32,trace_41,cleanup,6,0
2025-06-21 18:05:11,trace_42,init,0,0
2025-06-21 18:05:14,trace_42,load_config,1,0
2025-06-21 18:05:16,trace_42,connect_db,2,0
2025-06-21 18:05:18,trace_42,query,3,0
2025-06-21 18:05:19,trace_42,process,4,0
2025-06-21 18:05:22,trace_42,write_output,5,0
2025-06-21 18:05:27,trace_42,cleanup,6,0
2025-06-21 18:05:14,trace_43,init,0,0
2025-06-21 18:05:19,trace_43,load_config,1,0
2025-06-21 18:05:21,trace_43,connect_db,2,0
2025-06-21 18:05:23,trace_43,query,3,0
2025-06-21 18:05:25,trace_43,process,4,0
2025-06-21 18:05:27,trace_43,write_output,5,0
2025-06-21 18:05:31,trace_43,cleanup,6,0
2025-06-21 18:05:12,trace_44,init,0,1
2025-06-21 18:05:15,trace_44,load_config,1,1
2025-06-21 18:05:17,trace_44,connect_db,2,1
2025-06-21 18:05:18,trace_44,query,3,1
2025-06-21 18:05:22,trace_44,write_output,4,1
2025-06-21 18:05:23,trace_44,cleanup,5,1
2025-06-21 18:05:12,trace_45,init,0,0
2025-06-21 18:05:14,trace_45,load_config,1,0
2025-06-21 18:05:18,trace_45,connect_db,2,0
2025-06-21 18:05:21,trace_45,query,3,0
2025-06-21 18:05:24,trace_45,process,4,0
2025-06-21 18:05:26,trace_45,write_output,5,0
2025-06-21 18:05:28,trace_45,cleanup,6,0
2025-06-21 18:05:13,trace_46,init,0,1
2025-06-21 18:05:14,trace_46,load_config,1,1
2025-06-21 18:05:17,trace_46,query,2,1
2025-06-21 18:05:20,trace_46,connect_db,3,1
2025-06-21 18:05:25,trace_46,process,4,1
2025-06-21 18:05:29,trace_46,write_output,5,1
2025-06-21 18:05:34,trace_46,cleanup,6,1
2025-06-21 18:05:11,trace_47,init,0,0
2025-06-21 18:05:12,trace_47,load_config,1,0
2025-06-21 18:05:15,trace_47,connect_db,2,0
2025-06-21 18:05:17,trace_47,query,3,0
2025-06-21 18:05:22,trace_47,process,4,0
2025-06-21 18:05:25,trace_47,write_output,5,0
2025-06-21 18:05:26,trace_47,cleanup,6,0
2025-06-21 18:05:13,trace_48,init,0,1
2025-06-21 18:05:17,trace_48,load_config,1,1
2025-06-21 18:05:22,trace_48,connect_db,2,1
2025-06-21 18:05:27,trace_48,query,3,1
2025-06-21 18:06:09,trace_48,process,4,1
2025-06-21 18:06:14,trace_48,write_output,5,1
2025-06-21 18:06:16,trace_48,cleanup,6,1
2025-06-21 18:05:14,trace_49,init,0,0
2025-06-21 18:05:15,trace_49,load_config,1,0
2025-06-21 18:05:20,trace_49,connect_db,2,0
2025-06-21 18:05:25,trace_49,query,3,0
2025-06-21 18:05:27,trace_49,process,4,0
2025-06-21 18:05:30,trace_49,write_output,5,0
2025-06-21 18:05:34,trace_49,cleanup,6,0
2025-06-21 18:05:13,trace_50,init,0,1
2025-06-21 18:05:14,trace_50,load_config,1,1
2025-06-21 18:05:17,trace_50,connect_db,2,1
2025-06-21 18:05:22,trace_50,query,3,1
2025-06-21 18:05:25,trace_50,process,4,1
2025-06-21 18:05:29,trace_50,cleanup,5,1
2025-06-21 18:05:13,trace_51,init,0,0
2025-06-21 18:05:18,trace_51,load_config,1,0
2025-06-21 18:05:20,trace_51,connect_db,2,0
2025-06-21 18:05:22,trace_51,query,3,0
2025-06-21 18:05:26,trace_51,process,4,0
2025-06-21 18:05:30,trace_51,write_output,5,0
2025-06-21 18:05:32,trace_51,cleanup,6,0
2025-06-21 18:05:13,trace_52,init,0,0
2025-06-21 18:05:17,trace_52,load_config,1,0
2025-06-21 18:05:22,trace_52,connect_db,2,0
2025-06-21 18:05:23,trace_52,query,3,0
2025-06-21 18:05:26,trace_52,process,4,0
2025-06-21 18:05:29,trace_52,write_output,5,0
2025-06-21 18:05:31,trace_52,cleanup,6,0
2025-06-21 18:05:15,trace_53,init,0,0
2025-06-21 18:05:20,trace_53,load_config,1,0
2025-06-21 18:05:23,trace_53,connect_db,2,0
2025-06-21 18:05:27,trace_53,query,3,0
2025-06-21 18:05:31,trace_53,process,4,0
2025-06-21 18:05:35,trace_53,write_output,5,0
2025-06-21 18:05:37,trace_53,cleanup,6,0
2025-06-21 18:05:12,trace_54,init,0,0
2025-06-21 18:05:13,trace_54,load_config,1,0
2025-06-21 18:05:16,trace_54,connect_db,2,0
2025-06-21 18:05:21,trace_54,query,3,0
2025-06-21 18:05:26,trace_54,process,4,0
2025-06-21 18:05:29,trace_54,write_output,5,0
2025-06-21 18:05:30,trace_54,cleanup,6,0
2025-06-21 18:05:12,trace_55,init,0,0
2025-06-21 18:05:15,trace_55,load_config,1,0
2025-06-21 18:05:17,trace_55,connect_db,2,0
2025-06-21 18:05:19,trace_55,query,3,0
2025-06-21 18:05:21,trace_55,process,4,0
2025-06-21 18:05:22,trace_55,write_output,5,0
2025-06-21 18:05:23,trace_55,cleanup,6,0
2025-06-21 18:05:14,trace_56,init,0,0
2025-06-21 18:05:19,trace_56,load_config,1,0
2025-06-21 18:05:20,trace_56,connect_db,2,0
2025-06-21 18:05:24,trace_56,query,3,0
2025-06-21 18:05:28,trace_56,process,4,0
2025-06-21 18:05:33,trace_56,write_output,5,0
2025-06-21 18:05:35,trace_56,cleanup,6,0
2025-06-21 18:05:14,trace_57,init,0,0
2025-06-21 18:05:18,trace_57,load_config,1,0
2025-06-21 18:05:22,trace_57,connect_db,2,0
2025-06-21 18:05:24,trace_57,query,3,0
2025-06-21 18:05:26,trace_57,process,4,0
2025-06-21 18:05:27,trace_57,write_output,5,0
2025-06-21 18:05:28,trace_57,cleanup,6,0
2025-06-21 18:05:12,trace_58,init,0,0
2025-06-21 18:05:14,trace_58,load_config,1,0
2025-06-21 18:05:19,trace_58,connect_db,2,0
2025-06-21 18:05:23,trace_58,query,3,0
2025-06-21 18:05:24,trace_58,process,4,0
2025-06-21 18:05:29,trace_58,write_output,5,0
2025-06-21 18:05:31,trace_58,cleanup,6,0
2025-06-21 18:05:11,trace_59,init,0,0
2025-06-21 18:05:15,trace_59,load_config,1,0
2025-06-21 18:05:17,trace_59,connect_db,2,0
2025-06-21 18:05:21,trace_59,query,3,0
2025-06-21 18:05:26,trace_59,process,4,0
2025-06-21 18:05:31,trace_59,write_output,5,0
2025-06-21 18:05:36,trace_59,cleanup,6,0
2025-06-21 18:05:14,trace_60,init,0,0
2025-06-21 18:05:19,trace_60,load_config,1,0
2025-06-21 18:05:24,trace_60,connect_db,2,0
2025-06-21 18:05:28,trace_60,query,3,0
2025-06-21 18:05:33,trace_60,process,4,0
2025-06-21 18:05:37,trace_60,write_output,5,0
2025-06-21 18:05:39,trace_60,cleanup,6,0
2025-06-21 18:05:14,trace_61,init,0,0
2025-06-21 18:05:18,trace_61,load_config,1,0
2025-06-21 18:05:21,trace_61,connect_db,2,0
2025-06-21 18:05:23,trace_61,query,3,0
2025-06-21 18:05:26,trace_61,process,4,0
2025-06-21 18:05:31,trace_61,write_output,5,0
2025-06-21 18:05:35,trace_61,cleanup,6,0
2025-06-21 18:05:13,trace_62,init,0,0
2025-06-21 18:05:17,trace_62,load_config,1,0
2025-06-21 18:05:18,trace_62,connect_db,2,0
2025-06-21 18:05:21,trace_62,query,3,0
2025-06-21 18:05:23,trace_62,process,4,0
2025-06-21 18:05:26,trace_62,write_output,5,0
2025-06-21 18:05:29,trace_62,cleanup,6,0
2025-06-21 18:05:15,trace_63,init,0,0
2025-06-21 18:05:16,trace_63,load_config,1,0
2025-06-21 18:05:18,trace_63,connect_db,2,0
2025-06-21 18:05:20,trace_63,query,3,0
2025-06-21 18:05:22,trace_63,process,4,0
2025-06-21 18:05:26,trace_63,write_output,5,0
2025-06-21 18:05:28,trace_63,cleanup,6,0
2025-06-21 18:05:11,trace_64,init,0,0
2025-06-21 18:05:15,trace_64,load_config,1,0
2025-06-21 18:05:19,trace_64,connect_db,2,0
2025-06-21 18:05:22,trace_64,query,3,0
2025-06-21 18:05:27,trace_64,process,4,0
2025-06-21 18:05:31,trace_64,write_output,5,0
2025-06-21 18:05:35,trace_64,cleanup,6,0
2025-06-21 18:05:15,trace_65,init,0,1
2025-06-21 18:05:16,trace_65,load_config,1,1
2025-06-21 18:05:21,trace_65,connect_db,2,1
2025-06-21 18:05:25,trace_65,query,3,1
2025-06-21 18:05:29,trace_65,process,4,1
2025-06-21 18:06:29,trace_65,write_output,5,1
2025-06-21 18:06:32,trace_65,cleanup,6,1
2025-06-21 18:05:14,trace_66,init,0,0
2025-06-21 18:05:18,trace_66,load_config,1,0
2025-06-21 18:05:23,trace_66,connect_db,2,0
2025-06-21 18:05:28,trace_66,query,3,0
2025-06-21 18:05:33,trace_66,process,4,0
2025-06-21 18:05:35,trace_66,write_output,5,0
2025-06-21 18:05:39,trace_66,cleanup,6,0
2025-06-21 18:05:14,trace_67,init,0,0
2025-06-21 18:05:18,trace_67,load_config,1,0
2025-06-21 18:05:19,trace_67,connect_db,2,0
2025-06-21 18:05:23,trace_67,query,3,0
2025-06-21 18:05:26,trace_67,process,4,0
2025-06-21 18:05:30,trace_67,write_output,5,0
2025-06-21 18:05:32,trace_67,cleanup,6,0
2025-06-21 18:05:12,trace_68,init,0,0
2025-06-21 18:05:17,trace_68,load_config,1,0
2025-06-21 18:05:22,trace_68,connect_db,2,0
2025-06-21 18:05:23,trace_68,query,3,0
2025-06-21 18:05:27,trace_68,process,4,0
2025-06-21 18:05:32,trace_68,write_output,5,0
2025-06-21 18:05:37,trace_68,cleanup,6,0
2025-06-21 18:05:11,trace_69,init,0,0
2025-06-21 18:05:15,trace_69,load_config,1,0
2025-06-21 18:05:17,trace_69,connect_db,2,0
2025-06-21 18:05:21,trace_69,query,3,0
2025-06-21 18:05:23,trace_69,process,4,0
2025-06-21 18:05:24,trace_69,write_output,5,0
2025-06-21 18:05:27,trace_69,cleanup,6,0
2025-06-21 18:05:12,trace_70,init,0,0
2025-06-21 18:05:16,trace_70,load_config,1,0
2025-06-21 18:05:19,trace_70,connect_db,2,0
2025-06-21 18:05:22,trace_70,query,3,0
2025-06-21 18:05:26,trace_70,process,4,0
2025-06-21 18:05:29,trace_70,write_output,5,0
2025-06-21 18:05:33,trace_70,cleanup,6,0
2025-06-21 18:05:11,trace_71,init,0,0
2025-06-21 18:05:15,trace_71,load_config,1,0
2025-06-21 18:05:16,trace_71,connect_db,2,0
2025-06-21 18:05:21,trace_71,query,3,0
2025-06-21 18:05:22,trace_71,process,4,0
2025-06-21 18:05:25,trace_71,write_output,5,0
2025-06-21 18:05:27,trace_71,cleanup,6,0
2025-06-21 18:05:11,trace_72,init,0,0
2025-06-21 18:05:12,trace_72,load_config,1,0
2025-06-21 18:05:14,trace_72,connect_db,2,0
2025-06-21 18:05:16,trace_72,query,3,0
2025-06-21 18:05:17,trace_72,process,4,0
2025-06-21 18:05:22,trace_72,write_output,5,0
2025-06-21 18:05:24,trace_72,cleanup,6,0
2025-06-21 18:05:14,trace_73,init,0,0
2025-06-21 18:05:15,trace_73,load_config,1,0
2025-06-21 18:05:20,trace_73,connect_db,2,0
2025-06-21 18:05:22,trace_73,query,3,0
2025-06-21 18:05:26,trace_73,process,4,0
2025-06-21 18:05:29,trace_73,write_output,5,0
2025-06-21 18:05:32,trace_73,cleanup,6,0
2025-06-21 18:05:11,trace_74,init,0,1
2025-06-21 18:05:16,trace_74,load_config,1,1
2025-06-21 18:05:17,trace_74,connect_db,2,1
2025-06-21 18:05:20,trace_74,timeout,3,1
2025-06-21 18:05:25,trace_74,query,4,1
2025-06-21 18:05:29,trace_74,process,5,1
2025-06-21 18:05:33,trace_74,write_output,6,1
2025-06-21 18:05:35,trace_74,cleanup,7,1
2025-06-21 18:05:13,trace_75,write_output,0,1
2025-06-21 18:05:18,trace_75,load_config,1,1
2025-06-21 18:05:19,trace_75,connect_db,2,1
2025-06-21 18:05:24,trace_75,query,3,1
2025-06-21 18:05:25,trace_75,process,4,1
2025-06-21 18:05:28,trace_75,init,5,1
2025-06-21 18:05:33,trace_75,cleanup,6,1
2025-06-21 18:05:13,trace_76,init,0,0
2025-06-21 18:05:14,trace_76,load_config,1,0
2025-06-21 18:05:19,trace_76,connect_db,2,0
2025-06-21 18:05:22,trace_76,query,3,0
2025-06-21 18:05:23,trace_76,process,4,0
2025-06-21 18:05:27,trace_76,write_output,5,0
2025-06-21 18:05:31,trace_76,cleanup,6,0
2025-06-21 18:05:12,trace_77,init,0,1
2025-06-21 18:05:16,trace_77,load_config,1,1
2025-06-21 18:05:18,trace_77,connect_db,2,1
2025-06-21 18:05:23,trace_77,query,3,1
2025-06-21 18:05:26,trace_77,write_output,4,1
2025-06-21 18:05:31,trace_77,cleanup,5,1
2025-06-21 18:05:15,trace_78,init,0,0
2025-06-21 18:05:19,trace_78,load_config,1,0
2025-06-21 18:05:23,trace_78,connect_db,2,0
2025-06-21 18:05:27,trace_78,query,3,0
2025-06-21 18:05:32,trace_78,process,4,0
2025-06-21 18:05:35,trace_78,write_output,5,0
